"","Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Quarter","Launch_Year","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Cache_Size","Cache_Type","Instruction_Set","TDP","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth"
"1837","Pentium","Desktop","G3240T","End of Life",2,2014,"22 nm","$64.00 ",2,2,2700,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"1839","Pentium","Desktop","G3258","End of Life",2,2014,"22 nm","$72.00 ",2,2,3200,8.03008409426756,"Standard","64-bit",53,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"1847","Pentium","Desktop","G3440","End of Life",2,2014,"22 nm","$75.00 - $82.00",2,2,3300,8.03008409426756,"SmartCache","64-bit",53,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1848","Pentium","Desktop","G3440T","End of Life",2,2014,"22 nm","$75.00 ",2,2,2800,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1849","Pentium","Desktop","G3450","End of Life",2,2014,"22 nm","$75.00 - $82.00",2,2,3400,8.03008409426756,"SmartCache","64-bit",53,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"33","Pentium","Mobile","3560M","Launched",2,2014,"22 nm","$134.00 ",2,2,2400,7.6246189861594,"Standard","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"483","Quark","Embedded","X1021D","Launched",2,2014,"32 nm","$12.85 ",1,1,400,2.77258872223978,"Standard","32-bit",2.2,2,"DDR3 800",1,1.6
"656","Quark","Embedded","X1021","Launched",2,2014,"32 nm","$13.39 ",1,1,400,2.77258872223978,"Standard","32-bit",2.2,2,"DDR3 800",1,1.6
"658","Quark","Embedded","X1020","Launched",2,2014,"32 nm","$11.23 ",1,1,400,2.77258872223978,"Standard","32-bit",2.2,2,"DDR3 800",1,1.6
"659","Quark","Embedded","X1011","Launched",2,2014,"32 nm","$12.31 ",1,1,400,2.77258872223978,"Standard","32-bit",2.2,2,"DDR3 800",1,1.6
"661","Quark","Embedded","X1001","Launched",2,2014,"32 nm","$11.77 ",1,1,400,2.77258872223978,"Standard","32-bit",2.2,2,"DDR3 800",1,1.6
"898","Xeon","Server","E3-1226V3","Launched",2,2014,"22 nm","$213.00 - $224.00",4,4,3300,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"902","Xeon","Server","E3-1231V3","Launched",2,2014,"22 nm","$240.00 - $250.00",4,8,3400,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"904","Xeon","Server","E3-1240LV3","Launched",2,2014,"22 nm","$278.00 ",4,8,2000,9.01091334727929,"SmartCache","64-bit",25,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"905","Xeon","Server","E3-1241V3","Launched",2,2014,"22 nm","$262.00 - $273.00",4,8,3500,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"907","Xeon","Server","E3-1246V3","Launched",2,2014,"22 nm","$276.00 - $287.00",4,8,3500,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"910","Xeon","Server","E3-1271V3","Launched",2,2014,"22 nm","$328.00 - $339.00",4,8,3600,9.01091334727929,"SmartCache","64-bit",80,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"913","Xeon","Server","E3-1275LV3","Launched",2,2014,"22 nm","$328.00 ",4,8,2700,9.01091334727929,"SmartCache","64-bit",45,32,"DDR3 1333/1600",2,25.6
"915","Xeon","Server","E3-1276V3","Launched",2,2014,"22 nm","$339.00 - $350.00",4,8,3600,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"916","Xeon","Server","E3-1281V3","Launched",2,2014,"22 nm","$612.00 ",4,8,3700,9.01091334727929,"SmartCache","64-bit",82,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"919","Xeon","Server","E3-1286V3","End of Life",2,2014,"22 nm","$662.00 ",4,8,3700,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"920","Xeon","Server","E3-1286LV3","End of Life",2,2014,"22 nm","$774.00 ",4,8,3200,9.01091334727929,"SmartCache","64-bit",65,32,"DDR3 and DDR3L 1333/1600 at 1.5V",2,25.6
"1248","Xeon","Server","7120A","End of Life",2,2014,"22 nm","N/A",61,122,1240,10.3491984892128,"L2","64-bit",300,16,"",16,352
"595","Atom","Mobile","Z3570","Launched",3,2014,"22 nm","N/A",4,4,2400,7.6246189861594,"Standard","64-bit",37,4,"LPDDR3 1600",2,12.8
"397","Celeron","Mobile","N2808","Launched",3,2014,"22 nm","$107.00 ",2,2,1580,6.93147180559945,"L2","64-bit",4.5,4,"DDR3L 1333",1,10.66
"402","Celeron","Mobile","N2840","Launched",3,2014,"22 nm","$107.00 ",2,2,2160,6.93147180559945,"L2","64-bit",7.5,8,"DDR3L 1333",2,21.32
"406","Celeron","Mobile","N2940","Launched",3,2014,"22 nm","$107.00 ",4,4,1830,7.6246189861594,"L2","64-bit",7.5,8,"DDR3L 1333",2,21.32
"451","Core","Desktop","i7-5820K","Launched",3,2014,"22 nm","$389.00 - $396.00",6,12,3300,9.63952200670166,"SmartCache","64-bit",140,64,"DDR4 1333/1600/2133",4,68
"452","Core","Desktop","i7-5930K","Launched",3,2014,"22 nm","$583.00 - $594.00",6,12,3500,9.63952200670166,"SmartCache","64-bit",140,64,"DDR4 1333/1600/2133",4,68
"453","Core","Desktop","i7-5960X","Launched",3,2014,"22 nm","$999.00 - $1059.00",8,16,3000,9.92720407915344,"SmartCache","64-bit",140,64,"DDR4 1333/1600/2133",4,68
"1482","Core","Desktop","i3-4160","End of Life",3,2014,"22 nm","$117.00 ",2,4,3600,8.03008409426756,"SmartCache","64-bit",54,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1483","Core","Desktop","i3-4160T","End of Life",3,2014,"22 nm","$117.00 ",2,4,3100,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1496","Core","Desktop","i3-4370","End of Life",3,2014,"22 nm","$138.00 - $147.00",2,4,3800,8.31776616671934,"SmartCache","64-bit",54,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1497","Core","Desktop","i3-4360T","End of Life",3,2014,"22 nm","$138.00 ",2,4,3200,8.31776616671934,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1275","Core","Mobile","i7-4578U","Launched",3,2014,"22 nm","$426.00 ",2,4,3000,8.31776616671934,"Standard","64-bit",28,16,"DDR3L-1333, 1600;
LPDDR3-1333, 1600",2,25.6
"1276","Core","Mobile","5Y10","Launched",3,2014,"14 nm","N/A",2,4,800,8.31776616671934,"Standard","64-bit",4.5,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6
"1277","Core","Mobile","5Y10a","Launched",3,2014,"14 nm","N/A",2,4,800,8.31776616671934,"Standard","64-bit",4.5,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6
"1296","Core","Mobile","5Y70","Launched",3,2014,"14 nm","N/A",2,4,1100,8.31776616671934,"Standard","64-bit",4.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1320","Core","Mobile","i7-4770HQ","Launched",3,2014,"22 nm","$434.00 ",4,8,2200,8.72323127482751,"Standard","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1336","Core","Mobile","i7-4870HQ","Launched",3,2014,"22 nm","$434.00 ",4,8,2500,8.72323127482751,"Standard","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1341","Core","Mobile","i7-4980HQ","Launched",3,2014,"22 nm","$623.00 ",4,8,2800,8.72323127482751,"Standard","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1347","Core","Mobile","i5-4278U","Launched",3,2014,"22 nm","$315.00 ",2,4,2600,8.03008409426756,"Standard","64-bit",28,16,"DDR3L-1333, 1600;
LPDDR3-1333, 1600",2,25.6
"1355","Core","Mobile","i5-4210H","Launched",3,2014,"22 nm","$225.00 ",2,4,2900,8.03008409426756,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1367","Core","Mobile","i5-4308U","Launched",3,2014,"22 nm","$315.00 ",2,4,2800,8.03008409426756,"Standard","64-bit",28,16,"DDR3L-1333, 1600;
LPDDR3-1333, 1600",2,25.6
"1838","Pentium","Desktop","G3250","End of Life",3,2014,"22 nm","$50.00 - $64.00",2,2,3200,8.03008409426756,"SmartCache","64-bit",53,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"1841","Pentium","Desktop","G3250T","End of Life",3,2014,"22 nm","$64.00 ",2,2,2800,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"1850","Pentium","Desktop","G3450T","End of Life",3,2014,"22 nm","$75.00 ",2,2,2900,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1851","Pentium","Desktop","G3460","End of Life",3,2014,"22 nm","$75.00 - $82.00",2,2,3500,8.03008409426756,"SmartCache","64-bit",53,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"25","Pentium","Mobile","N3540","Launched",3,2014,"22 nm","$161.00 ",4,4,2160,7.6246189861594,"L2","64-bit",7.5,8,"DDR3L 1333",2,21.32
"724","Xeon","Embedded","E5-2608LV3","Launched",3,2014,"22 nm","$441.00 ",6,12,2000,9.63952200670166,"SmartCache","64-bit",52,768,"DDR4 1600/1866",4,59
"726","Xeon","Embedded","E5-2618LV3","Launched",3,2014,"22 nm","$779.00 ",8,16,2300,9.92720407915344,"SmartCache","64-bit",75,768,"DDR4 1600/1866",4,59
"729","Xeon","Embedded","E5-2628LV3","Launched",3,2014,"22 nm","$1,364.00 ",10,20,2000,10.1503476304677,"SmartCache","64-bit",75,768,"DDR4 1600/1866",4,59
"736","Xeon","Embedded","E5-2648LV3","Launched",3,2014,"22 nm","$1,544.00 ",12,24,1800,10.3326691872616,"SmartCache","64-bit",75,768,"DDR4 1600/1866/2133",4,68
"738","Xeon","Embedded","E5-2658V3","Launched",3,2014,"22 nm","$1,832.00 ",12,24,2200,10.3326691872616,"SmartCache","64-bit",105,768,"DDR4 1600/1866/2133",4,68
"723","Xeon","Server","E5-2603V3","Launched",3,2014,"22 nm","$213.00 - $217.00",6,6,1600,9.63952200670166,"SmartCache","64-bit",85,768,"DDR4 1600",4,51
"725","Xeon","Server","E5-2609V3","Launched",3,2014,"22 nm","$306.00 ",6,6,1900,9.63952200670166,"SmartCache","64-bit",85,768,"DDR4 1600",4,51
"727","Xeon","Server","E5-2620V3","Launched",3,2014,"22 nm","$417.00 - $422.00",6,12,2400,9.63952200670166,"SmartCache","64-bit",85,768,"DDR4 1600/1866",4,59
"728","Xeon","Server","E5-2623V3","Launched",3,2014,"22 nm","$444.00 ",4,8,3000,9.2340568985935,"SmartCache","64-bit",105,768,"DDR4 1600/1866",4,59
"730","Xeon","Server","E5-2630V3","Launched",3,2014,"22 nm","$667.00 - $671.00",8,16,2400,9.92720407915344,"SmartCache","64-bit",85,768,"DDR4 1600/1866",4,59
"731","Xeon","Server","E5-2630LV3","Launched",3,2014,"22 nm","$612.00 ",8,16,1800,9.92720407915344,"SmartCache","64-bit",55,768,"DDR4 1600/1866",4,59
"732","Xeon","Server","E5-2637V3","Launched",3,2014,"22 nm","$996.00 ",4,8,3500,9.63952200670166,"SmartCache","64-bit",135,768,"DDR4 1600/1866/2133",4,68
"733","Xeon","Server","E5-2640V3","Launched",3,2014,"22 nm","$939.00 - $944.00",8,16,2600,9.92720407915344,"SmartCache","64-bit",90,768,"DDR4 1600/1866",4,59
"734","Xeon","Server","E5-2643V3","Launched",3,2014,"22 nm","$1,552.00 ",6,12,3400,9.92720407915344,"SmartCache","64-bit",135,768,"DDR4 1600/1866/2133",4,68
"735","Xeon","Server","E5-2650V3","Launched",3,2014,"22 nm","$1166.00 - $1171.00",10,20,2300,10.1503476304677,"SmartCache","64-bit",105,768,"DDR4 1600/1866/2133",4,68
"737","Xeon","Server","E5-2650LV3","Launched",3,2014,"22 nm","$1,329.00 ",12,24,1800,10.3326691872616,"SmartCache","64-bit",65,768,"DDR4 1600/1866/2133",4,68
"740","Xeon","Server","E5-2660V3","Launched",3,2014,"22 nm","$1445.00 - $1449.00",10,20,2600,10.1503476304677,"SmartCache","64-bit",105,768,"DDR4 1600/1866/2133",4,68
"741","Xeon","Server","E5-2667V3","Launched",3,2014,"22 nm","$2,057.00 ",8,16,3200,9.92720407915344,"SmartCache","64-bit",135,768,"DDR4 1600/1866/2133",4,68
"742","Xeon","Server","E5-2670V3","Launched",3,2014,"22 nm","$1589.00 - $1593.00",12,24,2300,10.3326691872616,"SmartCache","64-bit",120,768,"DDR4 1600/1866/2133",4,68
"743","Xeon","Server","E5-2680V3","Launched",3,2014,"22 nm","$1745.00 - $1749.00",12,24,2500,10.3326691872616,"SmartCache","64-bit",120,768,"DDR4 1600/1866/2133",4,68
"744","Xeon","Server","E5-2683V3","Launched",3,2014,"22 nm","$1,846.00 ",14,28,2000,10.4868198670889,"SmartCache","64-bit",120,768,"DDR4 1600/1866/2133",4,68
"747","Xeon","Server","E5-2687WV3","Launched",3,2014,"22 nm","$2141.00 - $2145.00",10,20,3100,10.1503476304677,"SmartCache","64-bit",160,768,"DDR4 1600/1866/2133",4,68
"749","Xeon","Server","E5-2690V3","Launched",3,2014,"22 nm","$2090.00 - $2094.00",12,24,2600,10.3326691872616,"SmartCache","64-bit",135,768,"DDR4 1600/1866/2133",4,68
"751","Xeon","Server","E5-1680V3","Launched",3,2014,"22 nm","$1,723.00 ",8,16,3200,9.92720407915344,"SmartCache","64-bit",140,768,"DDR4 1333/1600/1866/2133",4,68
"752","Xeon","Server","E5-2695V3","Launched",3,2014,"22 nm","$2424.00 - $2428.00",14,28,2300,10.4868198670889,"SmartCache","64-bit",120,768,"DDR4 1600/1866/2133",4,68
"754","Xeon","Server","E5-1660V3","Launched",3,2014,"22 nm","$1,080.00 ",8,16,3000,9.92720407915344,"SmartCache","64-bit",140,768,"DDR4 1333/1600/1866/2133",4,68
"756","Xeon","Server","E5-1650V3","Launched",3,2014,"22 nm","$583.00 - $586.00",6,12,3500,9.63952200670166,"SmartCache","64-bit",140,768,"DDR4 1333/1600/1866/2133",4,68
"757","Xeon","Server","E5-2697V3","Launched",3,2014,"22 nm","$2702.00 - $2706.00",14,28,2600,10.4868198670889,"SmartCache","64-bit",145,768,"DDR4 1600/1866/2133",4,68
"760","Xeon","Server","E5-1630V3","Launched",3,2014,"22 nm","$372.00 ",4,8,3700,9.2340568985935,"SmartCache","64-bit",140,768,"DDR4 1333/1600/1866/2133",4,68
"761","Xeon","Server","E5-2698V3","Announced",3,2014,"22 nm","N/A",16,32,2300,10.6203512597134,"SmartCache","64-bit",135,768,"DDR4 1600/1866/2133",4,68
"764","Xeon","Server","E5-1620V3","Launched",3,2014,"22 nm","$294.00 - $297.00",4,8,3500,9.2340568985935,"SmartCache","64-bit",140,768,"DDR4 1333/1600/1866/2133",4,68
"770","Xeon","Server","E5-2699V3","Announced",3,2014,"22 nm","N/A",18,36,2300,10.7381342953698,"SmartCache","64-bit",145,768,"DDR4 1600/1866/2133",4,68
"490","Atom","Embedded","E3805","Launched",4,2014,"22 nm","$31.00 ",2,2,1330,6.93147180559945,"L2","64-bit",3,8,"DDR3L 1067",1,5.85
"1293","Core","Mobile","5Y10c","Launched",4,2014,"14 nm","$281.00 ",2,4,800,8.31776616671934,"Standard","64-bit",4.5,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6
"1294","Core","Mobile","5Y31","Launched",4,2014,"14 nm","$281.00 ",2,4,900,8.31776616671934,"Standard","64-bit",4.5,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6
"1295","Core","Mobile","5Y51","Launched",4,2014,"14 nm","$281.00 ",2,4,1100,8.31776616671934,"Standard","64-bit",4.5,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6
"1297","Core","Mobile","5Y71","Launched",4,2014,"14 nm","$281.00 ",2,4,1200,8.31776616671934,"Standard","64-bit",4.5,16,"LPDDR3 1333/1600; DDR3L/DDR3L-RS 1600",2,25.6
"567","Atom","Mobile","x3-C3130","Announced",1,2015,"28 nm","N/A",2,2,1000,6.23832462503951,"Standard","64-bit",4.5,1,"1x32 LPDDR2 800",1,3.2
"568","Atom","Mobile","x3-C3200RK","Launched",1,2015,"28 nm","N/A",4,4,1000,6.93147180559945,"Standard","64-bit",4.5,2,"1x32 LPDDR2/3 1066 2x16 DDR3L 1333",1,4.2
"570","Atom","Mobile","x3-C3230RK","Launched",1,2015,"28 nm","N/A",4,4,1000,6.93147180559945,"Standard","64-bit",4.5,2,"1x32 LPDDR2/3 1066 2x16 DDR3L 1333",1,4.2
"574","Atom","Mobile","x3-C3405","Announced",1,2015,"28 nm","N/A",4,4,1200,6.93147180559945,"Standard","64-bit",4.5,2,"1x32 LPDDR2/3 1066",1,4.2
"575","Atom","Mobile","x3-C3445","Announced",1,2015,"28 nm","N/A",4,4,1200,6.93147180559945,"Standard","64-bit",4.5,2,"1x32 LPDDR2/3 1066",1,4.2
"580","Atom","Mobile","x5-Z8500","Launched",1,2015,"14 nm","$27.00 ",4,4,1440,7.6246189861594,"Standard","64-bit",4.5,8,"LPDDR3 1600",2,25.6
"584","Atom","Mobile","x7-Z8700","Launched",1,2015,"14 nm","$37.00 ",4,4,1600,7.6246189861594,"Standard","64-bit",4.5,8,"LPDDR3 1600",2,25.6
"6","Celeron","Mobile","3205U","Launched",1,2015,"14 nm","$107.00 ",2,2,1500,7.6246189861594,"Standard","64-bit",15,16,"DDR3L 1333/1600 LPDDR3 1333/1600",2,25.6
"410","Celeron","Mobile","N3150","Launched",1,2015,"14 nm","$107.00 ",4,4,1600,7.6246189861594,"L2","64-bit",6,8,"DDR3L-1600",2,25.6
"412","Celeron","Mobile","N3050","Launched",1,2015,"14 nm","$107.00 ",2,2,1600,7.6246189861594,"L2","64-bit",6,8,"DDR3L-1600",2,25.6
"414","Celeron","Mobile","N3000","Launched",1,2015,"14 nm","$107.00 ",2,2,1040,7.6246189861594,"L2","64-bit",4,8,"DDR3L-1600",2,25.6
"416","Celeron","Mobile","3755U","Launched",1,2015,"14 nm","$107.00 ",2,2,1700,7.6246189861594,"Standard","64-bit",15,16,"DDR3L 1333/1600 LPDDR3 1333/1600",2,25.6
"1484","Core","Desktop","i3-4170","End of Life",1,2015,"22 nm","$117.00 ",2,4,3700,8.03008409426756,"Standard","64-bit",54,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1485","Core","Desktop","i3-4170T","End of Life",1,2015,"22 nm","$117.00 ",2,4,3200,8.03008409426756,"Standard","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1495","Core","Desktop","i3-4370T","End of Life",1,2015,"22 nm","$138.00 ",2,4,3300,8.31776616671934,"Standard","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1278","Core","Mobile","i5-5200U","Launched",1,2015,"14 nm","$281.00 ",2,4,2200,8.03008409426756,"Standard","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1279","Core","Mobile","i5-5250U","Launched",1,2015,"14 nm","$315.00 ",2,4,1600,8.03008409426756,"Standard","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6
"1280","Core","Mobile","i5-5257U","Launched",1,2015,"14 nm","$315.00 ",2,4,2700,8.03008409426756,"Standard","64-bit",28,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6
"1281","Core","Mobile","i5-5287U","Launched",1,2015,"14 nm","$315.00 ",2,4,2900,8.03008409426756,"Standard","64-bit",28,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6
"1282","Core","Mobile","i5-5300U","Launched",1,2015,"14 nm","$281.00 ",2,4,2300,8.03008409426756,"Standard","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1284","Core","Mobile","i5-5350U","Launched",1,2015,"14 nm","$315.00 ",2,4,1800,8.03008409426756,"Standard","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6
"1287","Core","Mobile","i3-5005U","Launched",1,2015,"14 nm","$275.00 ",2,4,2000,8.03008409426756,"Standard","64-bit",15,16,"DDR3L 1333/1600  LPDDR 1333 /1600",2,25.6
"1289","Core","Mobile","i3-5010U","Launched",1,2015,"14 nm","$281.00 ",2,4,2100,8.03008409426756,"Standard","64-bit",15,16,"DDR3L 1333/1600  LPDDR 1333 /1600",2,25.6
"1290","Core","Mobile","i3-5015U","Launched",1,2015,"14 nm","$275.00 ",2,4,2100,8.03008409426756,"Standard","64-bit",15,16,"DDR3L 1333/1600  LPDDR 1333 /1600",2,25.6
"1291","Core","Mobile","i3-5020U","Launched",1,2015,"14 nm","$281.00 ",2,4,2200,8.03008409426756,"Standard","64-bit",15,16,"DDR3L 1333/1600  LPDDR 1333 /1600",2,25.6
"1292","Core","Mobile","i3-5157U","Launched",1,2015,"14 nm","$315.00 ",2,4,2500,8.03008409426756,"Standard","64-bit",28,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6
"1323","Core","Mobile","i7-4722HQ","Launched",1,2015,"22 nm","$378.00 ",4,8,2400,8.72323127482751,"Standard","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1324","Core","Mobile","i7-4720HQ","Launched",1,2015,"22 nm","$378.00 ",4,8,2600,8.72323127482751,"Standard","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"2195","Core","Mobile","i7-5600U","Launched",1,2015,"14 nm","$393.00 ",2,4,2600,8.31776616671934,"Standard","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"2196","Core","Mobile","i7-5650U","Launched",1,2015,"14 nm","$426.00 ",2,4,2200,8.31776616671934,"Standard","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6
"2205","Core","Mobile","i7-5500U","Launched",1,2015,"14 nm","$393.00 ",2,4,2400,8.31776616671934,"Standard","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"2282","Core","Mobile","i7-5550U","Launched",1,2015,"14 nm","$426.00 ",2,4,2000,8.31776616671934,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6
"2283","Core","Mobile","i7-5557U","Launched",1,2015,"14 nm","$426.00 ",2,4,3100,8.31776616671934,"Standard","64-bit",28,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6
"1840","Pentium","Desktop","G3260","End of Life",1,2015,"22 nm","$64.00 ",2,2,3300,8.03008409426756,"Standard","64-bit",53,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"1842","Pentium","Desktop","G3260T","End of Life",1,2015,"22 nm","$64.00 ",2,2,2900,8.03008409426756,"Standard","64-bit",35,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"1852","Pentium","Desktop","G3460T","End of Life",1,2015,"22 nm","$75.00 ",2,2,3000,8.03008409426756,"Standard","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1853","Pentium","Desktop","G3470","End of Life",1,2015,"22 nm","$86.00 ",2,2,3600,8.03008409426756,"Standard","64-bit",53,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"13","Pentium","Mobile","3825U","Launched",1,2015,"14 nm","$161.00 ",2,4,1900,7.6246189861594,"Standard","64-bit",15,16,"DDR3L 1333/1600 LPDDR3 1333/1600",2,25.6
"21","Pentium","Mobile","N3700","Launched",1,2015,"14 nm","$161.00 ",4,4,1600,7.6246189861594,"L2","64-bit",6,8,"DDR3L-1600",2,25.6
"31","Pentium","Mobile","3805U","Launched",1,2015,"14 nm","$161.00 ",2,2,1900,7.6246189861594,"Standard","64-bit",15,16,"DDR3L 1333/1600 LPDDR3 1333/1600",2,25.6
"739","Xeon","Embedded","E5-2658AV3","Launched",1,2015,"22 nm","$1,832.00 ",12,24,2200,10.3326691872616,"SmartCache","64-bit",105,768,"DDR4 1600/1866/2133",4,68
"759","Xeon","Embedded","E5-2408LV3","Launched",1,2015,"22 nm","$256.00 ",4,8,1800,9.2340568985935,"Standard","64-bit",45,384,"DDR3 800/1066/1333/1600",3,51.2
"763","Xeon","Embedded","E5-2418LV3","Launched",1,2015,"22 nm","$472.00 ",6,12,2000,9.63952200670166,"Standard","64-bit",50,384,"DDR3 800/1066/1333/1600",3,51.2
"766","Xeon","Embedded","E5-2428LV3","Launched",1,2015,"22 nm","$811.00 ",8,16,1800,9.92720407915344,"Standard","64-bit",55,384,"DDR3 800/1066/1333/1600",3,51.2
"768","Xeon","Embedded","E5-2438LV3","Launched",1,2015,"22 nm","$1,555.00 ",10,20,1800,10.1503476304677,"Standard","64-bit",70,384,"DDR3 800/1066/1333/1600",3,51.2
"769","Xeon","Embedded","E5-1428LV3","Launched",1,2015,"22 nm","$608.00 ",8,16,2000,9.92720407915344,"Standard","64-bit",65,384,"DDR3 800/1066/1333/1600",3,51.2
"947","Xeon","Server","D-1520","Launched",1,2015,"14 nm","$199.00 ",4,8,2200,8.72323127482751,"Standard","64-bit",45,128,"DDR4",2,25.6
"957","Xeon","Server","D-1540","Launched",1,2015,"14 nm","$581.00 ",8,16,2000,9.41637845538745,"Standard","64-bit",45,128,"DDR4",2,25.6
"577","Atom","Mobile","x5-Z8300","Launched",2,2015,"14 nm","$21.00 ",4,4,1440,7.6246189861594,"Standard","64-bit",15,2,"DDR3L-RS 1600",1,12.8
"415","Celeron","Mobile","3215U","Launched",2,2015,"14 nm","$107.00 ",2,2,1700,7.6246189861594,"Standard","64-bit",15,16,"DDR3L 1333/1600 LPDDR3 1333/1600",2,25.6
"417","Celeron","Mobile","3765U","Launched",2,2015,"14 nm","$107.00 ",2,2,1900,7.6246189861594,"Standard","64-bit",15,16,"DDR3L 1333/1600 LPDDR3 1333/1600",2,25.6
"1285","Core","Desktop","i5-5575R","Launched",2,2015,"14 nm","$244.00 ",4,4,2800,8.31776616671934,"Standard","64-bit",65,32,"DDR3L-1333/1600/1866 @ 1.5V",2,29.86
"1286","Core","Desktop","i5-5675C","Launched",2,2015,"14 nm","$276.00 - $277.00",4,4,3100,8.31776616671934,"Standard","64-bit",65,32,"DDR3L-1333/1600 @ 1.5V",2,25.6
"1288","Core","Desktop","i5-5675R","Launched",2,2015,"14 nm","$265.00 ",4,4,3100,8.31776616671934,"Standard","64-bit",65,32,"DDR3L-1333/1600/1866 @ 1.5V",2,29.86
"2197","Core","Desktop","i7-5775C","Launched",2,2015,"14 nm","$366.00 - $377.00",4,8,3300,8.72323127482751,"Standard","64-bit",65,32,"DDR3L-1333/1600 @ 1.5V",2,25.6
